"Nombre","Distrito","Valoración","Número de comentarios","Precio","Fecha","Dirección","CP","lat","long"
"VINCCI PALACE","Ciutat Vella, Valencia",8.6,3607,247.5,2022-08-14,"CALLE DE LA PAZ, 42, CIUDAD VIEJA, Valencia ",46003,39.4735044,-0.3741584
"ILUNION VALENCIA 4","Benicalap, Valencia",8.1,3449,240,2022-08-14,"CALLE DEL VALLE DE AYORA, 1, Valencia ",46015,39.4912973,-0.3980026
"ONLY YOU HOTEL VALENCIA","Ciutat Vella, Valencia",9.2,1666,265,2022-08-14,"PLAZA DE RODRIGO BOTET, 5, Valencia ",46002,39.471332,-0.3752529
"VINCCI MERCAT","Ciutat Vella, Valencia",8.7,3319,280.5,2022-08-14,"CALLE DE LA LINTERNA, 31, Valencia ",46001,39.4719381,-0.3777896
"HOTEL PLAZA MERCADO & SPA","Ciutat Vella, Valencia",9.2,992,173,2022-08-14,"PLAZA DEL MERCADO, 45, CIUDAD VIEJA, Valencia ",46001,39.4734442,-0.3778781
"HOSPES PALAU DE LA MAR","Eixample, Valencia",8.6,1142,191,2022-08-14,"AVENIDA DE NAVARRO REVERTER, 14, Valencia ",46004,39.470987,-0.3665897
"SEA YOU HOTEL PORT VALENCIA","Poblados marítimos, Valencia",7.4,1020,143,2022-08-14,"PLAÇA DEL TRIBUNAL DE LES AIGÜES, 5, Valencia ",46011,39.4609113,-0.3339595
"ONE SHOT MERCAT 09","Ciutat Vella, Valencia",8.6,678,157.5,2022-08-14,"CALLE DEL MÚSICO PEYDRO, 9-11, Valencia ",46001,39.4720362,-0.3781813
"EUROSTARS GRAN VALENCIA","Benicalap, Valencia",8.4,2587,141.5,2022-08-14,"CALLE DEL VALLE DE AYORA, 3, Valencia ",46015,39.4915771,-0.3982036
"SERCOTEL VALENCIA ALAMEDA 41","Camins al Grau, Valencia",9,1968,180,2022-08-14,"PASEO DE LA ALAMEDA, 41, Valencia ",46023,39.4726866,-0.3644008
"HOTEL BOUTIQUE BALANDRET","Poblados marítimos, Valencia",8.8,1409,298,2022-08-14,"PASEO DE NEPTUNO, 20, Valencia ",46011,39.4639344,-0.3235479
"CITY SUITES MARINA","Camins al Grau, Valencia",8,1228,73.5,2022-08-14,"CALLE DE LAS MADERAS, 12, Valencia ",46022,39.4677276,-0.3367496
"PALACIO VALLIER 5*","Ciutat Vella, Valencia",9.5,836,263.5,2022-08-14,"PLAZA DE MANISES, 7, Valencia ",46003,39.4767525,-0.3762522
"AC HOTEL VALENCIA BY MARRIOTT","Camins al Grau, Valencia",8.3,1264,143.5,2022-08-14,"AVENIDA DE FRANCIA, 67, GRAO, Valencia ",46023,39.45886,-0.34393
"ARENA ZONE HOTEL & CAFÉ","Quatre Carreres, Valencia",8.7,899,184,2022-08-14,"AVENIDA DE ANTONIO FERRANDIS (ACTOR), 18, Valencia ",46013,39.4510025,-0.3569108
"THE WESTIN VALENCIA","El Pla del Real, Valencia",8.6,1210,308,2022-08-14,"CALLE DE AMADEO DE SABOYA, 16, Valencia ",46010,39.472942,-0.361162817708596
"CASUAL VINTAGE VALENCIA","Ciutat Vella, Valencia",8.1,3959,126,2022-08-14,"CALLE DE LA BARCELONINA, 1, Valencia ",46002,39.47134,-0.37632
"ZALAMERA BNB","Extramurs, Valencia",8.8,1006,104.5,2022-08-14,"CALLE DE PELAYO, 44, LA ROQUETA, Valencia ",46007,39.4655859,-0.3791324
"MELIA VALENCIA","Benicalap, Valencia",8.8,1816,147.5,2022-08-14,"AVENIDA DE LAS CORTES VALENCIANAS, 52, Valencia ",46015,39.49472,-0.40081
"B&B EL MERCAT","Ciutat Vella, Valencia",6.5,517,90,2022-08-14,"CARRER DEL PEU DE LA CREU, 5, Valencia ",46001,39.47302085,-0.380424803625504
"PENSION MONALISA LUXURY SUITES","Extramurs, Valencia",8,665,92.5,2022-08-14,"AVENIDA DE PÉREZ GALDOS, 12, Valencia ",46007,39.4632544,-0.3871553
"HOTEL TURIA","Campanar, Valencia",7.5,3039,137,2022-08-14,"CARRER DEL PROFESOR BELTRÁN BÁGUENA, 2, Valencia ",46009,39.4803567,-0.3890109
"BLANQ COMEDIAS","Ciutat Vella, Valencia",8.8,1111,148.5,2022-08-14,"CALLE DE LAS COMEDIAS, 21, CIUDAD VIEJA, Valencia ",46003,39.4729205,-0.3723845
"OPERA HOUSE VALENCIA B&B","Camins al Grau, Valencia",9.1,702,145,2022-08-14,"CALLE DE ENRIQUE VIEDMA VIDAL (ARQUITECTO), 2, Valencia ",46023,39.4631352,-0.3571467
"HOTEL KRAMER","Campanar, Valencia",8.8,5431,168,2022-08-14,"AVENIDA DE CAMPANAR, 90, Valencia ",46015,39.48078725,-0.393498593134684
"COSMO HOTEL BOUTIQUE","Ciutat Vella, Valencia",9.3,2209,236,2022-08-14,"AVENIDA DE MARÍA CRISTINA, 18, Valencia ",46003,39.4727474,-0.3773469
"SENATOR PARQUE CENTRAL HOTEL","Eixample, Valencia",8,3580,113.5,2022-08-14,"PLAZA MANUEL SANCHIS GUARNER, 1, Valencia ",46006,39.4574798,-0.3755124
"RUSSAFA YOUTH HOSTEL","Eixample, Valencia",8.4,713,76.5,2022-08-14,"CALLE DEL PADRE PERERA, 5, Valencia ",46006,39.4626176,-0.371846
"COSY ROOMS BOLSERÍA","Ciutat Vella, Valencia",7.1,837,102.5,2022-08-14,"CALLE DE LAS MONJAS, 4, CIUDAD VIEJA, Valencia ",46001,39.47537615,-0.380247718542199
"HELEN BERGER BOUTIQUE HOTEL","Ciutat Vella, Valencia",9.2,2068,264,2022-08-14,"CALLE DE LA NAVE, 3, Valencia ",46003,39.4719418,-0.3709758
"SH VALENCIA PALACE","El Pla del Real, Valencia",8.3,2360,155,2022-08-14,"PASEO DE LA ALAMEDA, 32, Valencia ",46023,39.4675577,-0.359796353075922
"COSY ROOMS TAPINERÍA","Ciutat Vella, Valencia",6.8,1200,102.5,2022-08-14,"CARRER DE LA TAPINERIA, 13, Valencia ",46001,39.4747296,-0.3764117
"THE TOWERS OF SERRANO HOME","La Saïdia, Valencia",6.2,35,138.5,2022-08-14,"CALLE DE SAGUNTO, 44, Valencia ",46009,39.4900246,-0.3746343
"LINDALA","Poblados marítimos, Valencia",8.9,1146,154,2022-08-14,"CALLE ERNESTO ANASTASIO, 46, Valencia ",46011,39.4646851,-0.3339927
"PLAZA REDONDA BRUGADA HOME","Ciutat Vella, Valencia",7.2,476,147.5,2022-08-14,"CALLE CERRAJEROS, 9, Valencia ",46001,39.4732,-0.37696
"AC HOTEL COLÓN VALENCIA BY MARRIOTT","Eixample, Valencia",8.5,490,159,2022-08-14,"CALLE DE COLÓN, 6, Valencia ",46004,39.467302,-0.3743674
"CASUAL DE LAS ARTES VALENCIA","Camins al Grau, Valencia",8.1,2480,148,2022-08-14,"AVENIDA DEL PUERTO, 39, GRAO, POBLATS MARÍTIMS, Valencia ",46021,39.46709,-0.35582
"URBAN YOUTH HOSTEL","Poblados marítimos, Valencia",8.4,1278,64,2022-08-14,"AVENIDA DEL PUERTO, 280, GRAO, POBLATS MARÍTIMS, Valencia ",46024,39.4612649,-0.3377946
"HOLIDAY INN EXPRESS CIUDAD DE LAS CIENCIAS, AN IHG HOTEL","Quatre Carreres, Valencia",7.7,2890,123.5,2022-08-14,"CALLE ESCRITOR RAFAEL FERRERES, 22, Valencia ",46013,39.45128425,-0.358367637180351
"LOTELITO","Ciutat Vella, Valencia",8.8,1299,208,2022-08-14,"CALLE DE VIRUÉS, 6, Valencia ",46002,39.4709807,-0.3746814
"CASA DEL PATRIARCA","Ciutat Vella, Valencia",8.6,1139,85.5,2022-08-14,"CALLE DE SALVÁ, 12, Valencia ",46002,39.4718177,-0.373591
"REINA 107 BEACH BOUTIQUE","Poblados marítimos, Valencia",8.7,393,144,2022-08-14,"CARRER DE LA REINA, 107, Valencia ",46011,39.4684516,-0.328803
"NH VALENCIA LAS ARTES","Quatre Carreres, Valencia",8,2491,137.5,2022-08-14,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 28, Valencia ",46013,39.45572,-0.3573
"HOTEL VALENCIA OCEANIC AFFILIATED BY MELIÁ","Camins al Grau, Valencia",8.3,2414,154,2022-08-14,"CALLE DEL PINTOR MAELLA, 35, Valencia ",46023,39.45828105,-0.347884075806882
"PRIMUS VALENCIA","Camins al Grau, Valencia",8.2,3805,160.5,2022-08-14,"CALLE DE MENORCA, 22, Valencia ",46023,39.4576914,-0.3457277
"HOTEL SAN LORENZO BOUTIQUE","Ciutat Vella, Valencia",8.4,1564,144,2022-08-14,"PLAZA DE SAN LORENZO, 2, Valencia ",46003,39.4778128,-0.374827315285652
"BARCELÓ VALENCIA","Camins al Grau, Valencia",8.6,2284,133,2022-08-14,"AVENIDA DE FRANCIA, 11, GRAO, Valencia ",46023,39.46087,-0.35258
"BALCÓN AL MAR","Poblados marítimos, Valencia",8.3,568,108.5,2022-08-14,"CARRER DE JOAN JOSEP SISTER, 1, Valencia ",46024,39.4601149,-0.3337991
"SH INGLES BOUTIQUE HOTEL","Ciutat Vella, Valencia",8.2,1265,170,2022-08-14,"CALLE  DEL MARQUÉS DE DOS AGUAS, 6, CIUDAD VIEJA, Valencia ",46002,39.4732021,-0.3743062
"OTTOH CHARM STAY","Ciutat Vella, Valencia",8.9,845,139,2022-08-14,"CARRER DEL SANTÍSSIM, 5, CIUDAD VIEJA, Valencia ",46003,39.47466,-0.37147
"HOTEL BELERET","Poblados del Oeste, Valencia",7.8,2038,115,2022-08-14,"CALLE CAMPAMENTO, 76, BENIMÀMET, Valencia ",46035,39.50056,-0.42511
"HOTEL OLYMPIA UNIVERSIDADES","Benimaclet, Valencia",8.5,2522,89.5,2022-08-14,"CALLE DEL DOCTOR VICENTE ZARAGOZA, 13, Valencia ",46020,39.4852155,-0.3632217
"MD DESIGN HOTEL - PORTAL DEL REAL","Ciutat Vella, Valencia",9,1065,151,2022-08-14,"CARRER DE BOIX, 3, Valencia ",46003,39.47697,-0.37238
"YOU & CO. SALER BEACH BOUTIQUE","Poblados del Oeste, Valencia",8.5,2141,120,2022-08-14,"AVENIDA DE LOS PINARES, 10, Valencia ",46012,39.38323,-0.33266
"HOTEL EL SIGLO","Ciutat Vella, Valencia",8,880,137.5,2022-08-14,"PLAZA DE SANTA CATALINA, 11, Valencia ",46001,39.473877,-0.3760907
"B&B HOTEL VALENCIA CIUDAD DE LAS CIENCIAS","Quatre Carreres, Valencia",7.5,3919,90.5,2022-08-14,"AVINGUDA D'AUSIÀS MARCH, 99, Valencia ",46013,39.4456699,-0.3682916
"CASUAL SOCARRAT VALENCIA - ADULTS ONLY","Ciutat Vella, Valencia",8.7,1486,168.5,2022-08-14,"CALLE DE LA PAZ, 38, CIUDAD VIEJA, Valencia ",46003,39.472943,-0.3717601
"PALACIO SANTA CLARA, AUTOGRAPH COLLECTION","Ciutat Vella, Valencia",9.3,263,237.5,2022-08-14,"CALLE DE PASCUAL Y GENIS, 22, Valencia ",46002,39.4682301,-0.3738525
"YOU & CO. QUART BOUTIQUE","Extramurs, Valencia",8.8,1177,157.5,2022-08-14,"CALLE DOCTOR PESET CERVERA, 6, Valencia ",46008,39.4740918,-0.3869063
"NALU VALENCIA BOUTIQUE ROOMS","Ciutat Vella, Valencia",8.2,205,190,2022-08-14,"CALLE DE LA SANGRE, 9, CIUDAD VIEJA, Valencia ",46002,39.4703868,-0.3773597
"THE VALENTIA CABILLERS","Ciutat Vella, Valencia",8.9,1665,299,2022-08-14,"CARRER DELS CABILLERS, 3, Valencia ",46003,39.47477,-0.3750246
"CASUAL DEL CINE VALENCIA","Ciutat Vella, Valencia",8.4,2332,157,2022-08-14,"CALLE DEL CONVENTO DE SAN FRANCISCO, 7, Valencia ",46002,39.4689015,-0.3776315
"HULOT B&B VALENCIA","Ciutat Vella, Valencia",8.3,1123,108,2022-08-14,"CARRER DEL POETA LIERN, 16, Valencia ",46003,39.4747995,-0.3705918
"HOTEL NEPTUNO","Poblados marítimos, Valencia",8.4,1247,216,2022-08-14,"PASEO DE NEPTUNO, 2-4, Valencia ",46011,39.46564,-0.3246869
"MD MODERN HOTEL - JARDINES","Eixample, Valencia",8.5,1133,133,2022-08-14,"CARRER DEL MESTRE RACIONAL, 23, Valencia ",46005,39.4641809,-0.3617507
"COOL LOFS CENTER VALENCIA","Extramurs, Valencia",7.8,18,132.5,2022-08-14,"CALLE LEPANTO, 6, EL BOTÀNIC, Valencia ",46008,39.47406,-0.38438
"HOSTAL BED OF THE SEA","Poblados marítimos, Valencia",6.8,625,150,2022-08-14,"CARRER DEL BELLO, 6, Valencia ",46024,39.4592038,-0.335289
"YOURS BOUTIQUE STAY","Eixample, Valencia",9.3,150,151.5,2022-08-14,"CARRER DE CUBA, 19, Valencia ",46006,39.4620147,-0.37698
"HOST & HOME","Ciutat Vella, Valencia",8.6,650,94,2022-08-14,"CALLE DE VITORIA, 3, Valencia ",46002,39.4728166,-0.3760432
"ORIGINAL DOMINO HOUSE","Camins al Grau, Valencia",8.7,725,124,2022-08-14,"CALLE DE LAS ISLAS CANARIAS, 51, GRAO, Valencia ",46023,39.4613327,-0.3380562
"COSY ROOMS EMBAJADOR","Ciutat Vella, Valencia",6.9,1637,102.5,2022-08-14,"CALLE DEL EMBAJADOR VICH, 5, Valencia ",46002,39.472443,-0.375378
"SH SUITE PALACE","Ciutat Vella, Valencia",8.5,261,108,2022-08-14,"PLAÇA DE MARGARITA VALLDAURA, 2, Valencia ",46002,39.4733342,-0.37485410510106
"PAMPHYLIA HOTEL","Poblados marítimos, Valencia",8.9,153,220,2022-08-14,"PASEO DE NEPTUNO, 40, Valencia ",46011,39.46468905,-0.32341469206265
"HOSTAL TARTESSOS","Ciutat Vella, Valencia",8.7,547,130,2022-08-14,"PASAJE DE LA SANGRE, 5, Valencia ",46001,39.4707154,-0.377145
"CARO HOTEL","Ciutat Vella, Valencia",9,476,269.5,2022-08-14,"CARRER DE L'ALMIRALL, 14, Valencia ",46003,39.4759686,-0.3720638
"RUZAFA ROOMS","Quatre Carreres, Valencia",6,509,77,2022-08-14,"CALLE DE CADIZ, 92, Valencia ",46006,39.4592686,-0.3718809
"SWEET HOTEL RENASA","El Pla del Real, Valencia",8.1,3441,81.5,2022-08-07,"AVENIDA DE CATALUÑA, 5, Valencia ",46010,39.480567,-0.3529597
"HOTEL VILLACARLOS","Camins al Grau, Valencia",7.9,1759,59,2022-08-07,"AVENIDA DEL PUERTO, 60, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46639,-0.35521
"HI VALENCIA CANOVAS","Eixample, Valencia",7.9,2212,67.5,2022-08-07,"CALLE DE CIRILO AMORÓS, 82, Valencia ",46004,39.4667056,-0.3729278
"B&B EL MERCAT","Ciutat Vella, Valencia",6.5,517,39,2022-08-07,"CARRER DEL PEU DE LA CREU, 5, Valencia ",46001,39.47302085,-0.380424803625504
"EUROSTARS REY DON JAIME","Camins al Grau, Valencia",7.9,11638,133.5,2022-08-07,"AVENIDA BALEARES, 2, Valencia ",46023,39.4633945,-0.3566471
"SWEET HOTEL CONTINENTAL","Ciutat Vella, Valencia",8.1,3171,96.5,2022-08-07,"CALLE DE CORREOS, 8, Valencia ",46002,39.4697061,-0.3745483
"ZENIT VALENCIA","Extramurs, Valencia",8.6,1863,117.5,2022-08-07,"CALLE DE BAILÉN, 8, LA ROQUETA, Valencia ",46007,39.4667681,-0.3780804
"HOTEL VALENCIA CENTER","Camins al Grau, Valencia",8.3,5512,124.5,2022-08-07,"AVENIDA DE FRANCIA, 33, GRAO, Valencia ",46023,39.46017,-0.34948
"CASUAL DE LA MÚSICA VALENCIA","Ciutat Vella, Valencia",7.1,2630,54.5,2022-08-07,"CALLE DE PADILLA, 4, Valencia ",46001,39.4701428,-0.3795473
"NH VALENCIA LAS CIENCIAS","Quatre Carreres, Valencia",7.7,2320,78,2022-08-07,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 26, Valencia ",46013,39.45538,-0.35817
"SOL PLAYA","Poblados marítimos, Valencia",7.8,2914,118.5,2022-08-07,"PASEO DE NEPTUNO, 54, Valencia ",46011,39.46508695,-0.323431857956879
"PORT FERIA VALENCIA","Poblados del Oeste, Valencia",8.1,3325,109.5,2022-08-07,"CARRER DE CULLERA, 67, Valencia ",46035,39.5041799,-0.4228127
"HOTEL DIMAR","Eixample, Valencia",8.6,2109,110,2022-08-07,"GRAN VIA DEL MARQUES DEL TURIA, 80, Valencia ",46005,39.4683488,-0.3650328
"MELIA PLAZA VALENCIA","Ciutat Vella, Valencia",8.7,2089,115.5,2022-08-07,"PLAZA DEL AYUNTAMIENTO, 4, CIUDAD VIEJA, Valencia ",46002,39.4707157,-0.376740504346867
"ILUNION VALENCIA 3","Benicalap, Valencia",7.8,3026,141.5,2022-08-07,"CALLE DEL VALLE DE AYORA, 5, Valencia ",46015,39.4932582,-0.3991733
"BIZZBEACH","Poblados marítimos, Valencia",8,207,37,2022-08-07,"CALLE DE IBIZA, 17, Valencia ",46024,39.4602115,-0.3399427
"SERCOTEL SOROLLA PALACE","Poblados del Oeste, Valencia",8.3,4873,132.5,2022-08-07,"AVENIDA DE LAS CORTES VALENCIANAS, 58, Valencia ",46015,39.49617,-0.40132
"DWO VALENCIA","Camins al Grau, Valencia",7.6,1719,128,2022-08-07,"AVENIDA DEL PUERTO, 129, GRAO, POBLATS MARÍTIMS, Valencia ",46022,39.46481,-0.34687
"ILUNION AQUA 3","Camins al Grau, Valencia",8,4390,153.5,2022-08-07,"CARRER DE LUIS GARCÍA-BERLANGA MARTÍ, 21, Valencia ",46023,39.45535,-0.34292
"SILKEN PUERTA VALENCIA","Camins al Grau, Valencia",8.3,3855,124.5,2022-08-07,"AVENIDA CARDENAL BENLLOCH, 28, Valencia ",46021,39.46847,-0.35562
"VINCCI LYS","Ciutat Vella, Valencia",8.7,5496,247.5,2022-08-07,"CALLE DE MARTÍNEZ CUBELLS, 5, Valencia ",46002,39.4683538,-0.3751913
"HOTEL MALCOM AND BARRET","Quatre Carreres, Valencia",8.7,12647,154,2022-08-07,"AVINGUDA D'AUSIÀS MARCH, 59, Valencia ",46013,39.4507488,-0.3709729
"VINCCI PALACE","Ciutat Vella, Valencia",8.6,3609,231,2022-08-07,"CALLE DE LA PAZ, 42, CIUDAD VIEJA, Valencia ",46003,39.4735044,-0.3741584
"EUROSTARS ACTEÓN","Camins al Grau, Valencia",8.4,4936,214,2022-08-07,"CARRER DE VICENTE BELTRÁN GRIMAL, 2, Valencia ",46023,39.46363625,-0.347939215400449
"AD HOC MONUMENTAL 1881","Ciutat Vella, Valencia",8.4,1302,113,2022-08-07,"CARRER DE BOIX, 4, Valencia ",46003,39.47707,-0.37207
"LAS ARENAS BALNEARIO RESORT","Poblados marítimos, Valencia",8.8,2363,304,2022-08-07,"CALLE EUGENIA VIÑES, 22-24, Valencia ",46011,39.4648302,-0.3248653
"ILUNION AQUA 4","Camins al Grau, Valencia",8.2,6252,163.5,2022-08-07,"CARRER DE LUIS GARCÍA BERLANGA MARTÍ, 19-21, Valencia ",46023,39.45594,-0.34578
"MARQUÉS HOUSE HOTEL 4* SUP","Ciutat Vella, Valencia",9.2,1103,173,2022-08-07,"CALLE DE LA ABADÍA DE SAN MARTÍN, 10, Valencia ",46002,39.473,-0.3754
"HOTEL MEDIUM VALENCIA","Quatre Carreres, Valencia",8.1,2609,144,2022-08-07,"AVINGUDA D'AMADO GRANELL MESADO, 48, Valencia ",46013,39.4588201,-0.3649061
"HOTEL CONQUERIDOR","Extramurs, Valencia",8,2387,166.5,2022-08-07,"CALLE DE CERVANTES, 9, LA ROQUETA, Valencia ",46007,39.4669877,-0.3820251
"ILUNION VALENCIA 4","Benicalap, Valencia",8.1,3451,169.5,2022-08-07,"CALLE DEL VALLE DE AYORA, 1, Valencia ",46015,39.4912973,-0.3980026
"HOSTAL ABASTOS","Extramurs, Valencia",7.9,767,70,2022-08-07,"CALLE DE ALBERIQUE, 19, Valencia ",46008,39.466484,-0.3880924
"VINCCI MERCAT","Ciutat Vella, Valencia",8.7,3320,264,2022-08-07,"CALLE DE LA LINTERNA, 31, Valencia ",46001,39.4719381,-0.3777896
"ONLY YOU HOTEL VALENCIA","Ciutat Vella, Valencia",9.2,1663,245,2022-08-07,"PLAZA DE RODRIGO BOTET, 5, Valencia ",46002,39.471332,-0.3752529
"HOSPES PALAU DE LA MAR","Eixample, Valencia",8.6,1142,176.5,2022-08-07,"AVENIDA DE NAVARRO REVERTER, 14, Valencia ",46004,39.470987,-0.3665897
"HOTEL TURIA","Campanar, Valencia",7.5,3045,94.5,2022-08-07,"CARRER DEL PROFESOR BELTRÁN BÁGUENA, 2, Valencia ",46009,39.4803567,-0.3890109
"HOTEL PLAZA MERCADO & SPA","Ciutat Vella, Valencia",9.2,992,178.5,2022-08-07,"PLAZA DEL MERCADO, 45, CIUDAD VIEJA, Valencia ",46001,39.4734442,-0.3778781
"CASUAL VINTAGE VALENCIA","Ciutat Vella, Valencia",8.1,3958,96.5,2022-08-07,"CALLE DE LA BARCELONINA, 1, Valencia ",46002,39.47134,-0.37632
"EUROSTARS GRAN VALENCIA","Benicalap, Valencia",8.4,2592,198.5,2022-08-07,"CALLE DEL VALLE DE AYORA, 3, Valencia ",46015,39.4915771,-0.3982036
"SERCOTEL VALENCIA ALAMEDA 41","Camins al Grau, Valencia",9,1967,157.5,2022-08-07,"PASEO DE LA ALAMEDA, 41, Valencia ",46023,39.4726866,-0.3644008
"SEA YOU HOTEL PORT VALENCIA","Poblados marítimos, Valencia",7.4,1020,209,2022-08-07,"PLAÇA DEL TRIBUNAL DE LES AIGÜES, 5, Valencia ",46011,39.4609113,-0.3339595
"HOTEL MIRAMAR VALENCIA","Poblados marítimos, Valencia",8.2,1089,78,2022-08-07,"PASEO DE NEPTUNO, 32, Valencia ",46011,39.4642871,-0.323598
"HOTEL BOUTIQUE BALANDRET","Poblados marítimos, Valencia",8.8,1409,243,2022-08-07,"PASEO DE NEPTUNO, 20, Valencia ",46011,39.4639344,-0.3235479
"AC HOTEL VALENCIA BY MARRIOTT","Camins al Grau, Valencia",8.3,1264,123.5,2022-08-07,"AVENIDA DE FRANCIA, 67, GRAO, Valencia ",46023,39.45886,-0.34393
"ONE SHOT MERCAT 09","Ciutat Vella, Valencia",8.6,678,202.5,2022-08-07,"CALLE DEL MÚSICO PEYDRO, 9-11, Valencia ",46001,39.4720362,-0.3781813
"CITY SUITES MARINA","Camins al Grau, Valencia",8,1228,73.5,2022-08-07,"CALLE DE LAS MADERAS, 12, Valencia ",46022,39.4677276,-0.3367496
"NH CIUDAD DE VALENCIA","Camins al Grau, Valencia",7.9,3227,110,2022-08-07,"AVENIDA DEL PUERTO, 214, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46276,-0.34339
"PALACIO VALLIER 5*","Ciutat Vella, Valencia",9.5,835,258,2022-08-07,"PLAZA DE MANISES, 7, Valencia ",46003,39.4767525,-0.3762522
"ARENA ZONE HOTEL & CAFÉ","Quatre Carreres, Valencia",8.7,898,149,2022-08-07,"AVENIDA DE ANTONIO FERRANDIS (ACTOR), 18, Valencia ",46013,39.4510025,-0.3569108
"SENATOR PARQUE CENTRAL HOTEL","Eixample, Valencia",8,3580,103,2022-08-07,"PLAZA MANUEL SANCHIS GUARNER, 1, Valencia ",46006,39.4574798,-0.3755124
"VENECIA PLAZA CENTRO","Ciutat Vella, Valencia",9,6758,121.5,2022-08-07,"PLAZA DEL AYUNTAMIENTO, 3, CIUDAD VIEJA, Valencia ",46002,39.4718725,-0.3768941
"PENSION MONALISA LUXURY SUITES","Extramurs, Valencia",8,666,85,2022-08-07,"AVENIDA DE PÉREZ GALDOS, 12, Valencia ",46007,39.4632544,-0.3871553
"THE WESTIN VALENCIA","El Pla del Real, Valencia",8.6,1210,352,2022-08-07,"CALLE DE AMADEO DE SABOYA, 16, Valencia ",46010,39.472942,-0.361162817708596
"SOHO VALENCIA","Eixample, Valencia",8.9,2235,174,2022-08-07,"GRAN VÍA DE LAS GERMANIAS, 32, Valencia ",46006,39.4648856,-0.3741102
"ZALAMERA BNB","Extramurs, Valencia",8.8,1006,104.5,2022-08-07,"CALLE DE PELAYO, 44, LA ROQUETA, Valencia ",46007,39.4655859,-0.3791324
"CASUAL DE LAS ARTES VALENCIA","Camins al Grau, Valencia",8.1,2478,108,2022-08-07,"AVENIDA DEL PUERTO, 39, GRAO, POBLATS MARÍTIMS, Valencia ",46021,39.46709,-0.35582
"HOTEL KRAMER","Campanar, Valencia",8.8,5430,164,2022-08-07,"AVENIDA DE CAMPANAR, 90, Valencia ",46015,39.48078725,-0.393498593134684
"BLANQ COMEDIAS","Ciutat Vella, Valencia",8.8,1111,148.5,2022-08-07,"CALLE DE LAS COMEDIAS, 21, CIUDAD VIEJA, Valencia ",46003,39.4729205,-0.3723845
"NH VALENCIA LAS ARTES","Quatre Carreres, Valencia",8,2491,100.5,2022-08-07,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 28, Valencia ",46013,39.45572,-0.3573
"OPERA HOUSE VALENCIA B&B","Camins al Grau, Valencia",9.1,701,183,2022-08-07,"CALLE DE ENRIQUE VIEDMA VIDAL (ARQUITECTO), 2, Valencia ",46023,39.4631352,-0.3571467
"COSMO HOTEL BOUTIQUE","Ciutat Vella, Valencia",9.3,2209,236,2022-08-07,"AVENIDA DE MARÍA CRISTINA, 18, Valencia ",46003,39.4727474,-0.3773469
"RUSSAFA YOUTH HOSTEL","Eixample, Valencia",8.4,712,76.5,2022-08-07,"CALLE DEL PADRE PERERA, 5, Valencia ",46006,39.4626176,-0.371846
"COSY ROOMS BOLSERÍA","Ciutat Vella, Valencia",7.1,837,102.5,2022-08-07,"CALLE DE LAS MONJAS, 4, CIUDAD VIEJA, Valencia ",46001,39.47537615,-0.380247718542199
"CATALONIA EXCELSIOR","Ciutat Vella, Valencia",8.5,2208,110,2022-08-07,"CALLE DE LA BARCELONINA, 5, Valencia ",46002,39.4714,-0.37587
"HELEN BERGER BOUTIQUE HOTEL","Ciutat Vella, Valencia",9.2,2067,264,2022-08-07,"CALLE DE LA NAVE, 3, Valencia ",46003,39.4719418,-0.3709758
"L&H GRAN VÍA VALENCIA","Extramurs, Valencia",9.1,324,227,2022-08-07,"GRAN VÍA FERNANDO EL CATOLICO, 63, Valencia ",46008,39.4750883,-0.388812
"REINA 107 BEACH BOUTIQUE","Poblados marítimos, Valencia",8.7,392,134,2022-08-07,"CARRER DE LA REINA, 107, Valencia ",46011,39.4684516,-0.328803
"COSY ROOMS TAPINERÍA","Ciutat Vella, Valencia",6.8,1200,102.5,2022-08-07,"CARRER DE LA TAPINERIA, 13, Valencia ",46001,39.4747296,-0.3764117
"LINDALA","Poblados marítimos, Valencia",8.9,1146,134,2022-08-07,"CALLE ERNESTO ANASTASIO, 46, Valencia ",46011,39.4646851,-0.3339927
"SH VALENCIA PALACE","El Pla del Real, Valencia",8.3,2359,165,2022-08-07,"PASEO DE LA ALAMEDA, 32, Valencia ",46023,39.4675577,-0.359796353075922
"AC HOTEL COLÓN VALENCIA BY MARRIOTT","Eixample, Valencia",8.5,490,154.5,2022-08-07,"CALLE DE COLÓN, 6, Valencia ",46004,39.467302,-0.3743674
"NH VALENCIA CENTER","Campanar, Valencia",8.1,3409,128,2022-08-07,"CALLE DE RICARDO MICÓ, 1, Valencia ",46009,39.4808319,-0.387316431843575
"HOLIDAY INN EXPRESS CIUDAD DE LAS CIENCIAS, AN IHG HOTEL","Quatre Carreres, Valencia",7.7,2892,123.5,2022-08-07,"CALLE ESCRITOR RAFAEL FERRERES, 22, Valencia ",46013,39.45128425,-0.358367637180351
